file,r_i_glide_gscore,r_i_docking_score
V014-2303,-7.02255369367066,-4.96405369367066
6186-3431,-6.63121723137238,-4.96391723137238
L904-3594,-6.58971269617836,-4.96391269617836
J006-2586,-5.49935451322464,-4.96375451322464
S616-0398,-7.52083213678658,-4.96363213678658
G421-0293,-5.72169007237949,-4.96359007237949
P804-1175,-6.11569604911366,-4.96349604911366
P937-4102,-7.02442957122773,-4.96332957122773
L010-0061,-4.97877851247602,-4.96327851247602
8602-0434,-6.00845626263503,-4.96325626263503
5174-3409,-5.5622622113817,-4.9631622113817
G945-0612,-6.76483378258141,-4.96313378258141
4340-1276,-5.51695117839403,-4.96305117839403
G555-0802,-4.96303677118722,-4.96303677118722
8020-5316,-6.69355037315315,-4.96295037315315
3996-0016,-6.82798680267807,-4.96288680267807
3254-3870,-7.5917358651511,-4.9628358651511
4299-0299,-6.53771890883133,-4.96281890883133
C301-4098,-6.39267509562807,-4.96277509562807
8020-4303,-6.94164437013962,-4.96264437013962
Y300-0509,-6.50112200480206,-4.96242200480206
P809-1046,-5.05388860164589,-4.96238860164589
F989-0185,-4.96221785494439,-4.96221785494439
D511-0429,-5.37287556868178,-4.96217556868178
F881-0270,-5.53225415937271,-4.96205415937271
D174-0587,-5.37271873792324,-4.96201873792324
Y031-1252,-4.96960865197716,-4.96200865197716
6457-0018,-6.22358206039223,-4.96198206039223
T829-0690,-6.38042158515091,-4.96182158515091
G639-3906,-5.48936921792863,-4.96176921792863
D724-0247,-5.83295427124499,-4.96155427124499
4401-0061,-7.51330998702859,-4.96150998702859
L872-0157,-7.36905566343245,-4.96105566343245
L977-1020,-7.62397088864631,-4.96067088864631
C430-0572,-6.97541704527747,-4.96061704527747
D433-1825,-6.70662667412326,-4.96042667412326
3389-0315,-7.30681087596682,-4.96041087596682
V009-2285,-7.49241991368862,-4.96011991368862
7695-0247,-5.38216347674456,-4.96006347674456
3260-0004,-5.19008266816446,-4.95978266816446
F656-0143,-7.68617103709953,-4.95977103709953
V028-5064,-5.37042051735036,-4.95972051735036
G807-0380,-6.26458335709368,-4.95968335709368
E140-0692,-5.58224122358343,-4.95964122358343
P581-1120,-6.91752042904016,-4.95952042904016
G540-0797,-7.29467867013358,-4.95947867013358
4340-1254,-5.5041775682228,-4.9594775682228
S039-3898,-7.49638702261899,-4.95928702261899
D083-0059,-6.3489994227682,-4.9591994227682
D144-0271,-6.45435162131895,-4.95915162131895
L977-0941,-7.57146430380214,-4.95896430380214
E822-2057,-5.36959489235736,-4.95889489235736
F507-0040,-6.24097985478765,-4.95887985478765
V022-9653,-7.38403202358582,-4.95853202358582
E683-0147,-6.75733686187779,-4.95843686187779
V015-6454,-4.97676843887104,-4.95836843887104
C679-2548,-7.41658142798681,-4.95828142798681
CM2409-6090,-6.93442891002025,-4.95812891002025
5236-0024,-6.39768895438793,-4.95798895438793
L933-0287,-7.1643796585534,-4.9579796585534
V007-8066,-5.68985020927609,-4.95795020927609
G786-0997,-5.0238611224462,-4.9575611224462
L094-3415,-7.3709066404505,-4.9573066404505
E822-1537,-5.36779445090577,-4.95709445090576
P895-0284,-4.95703625505487,-4.95703625505487
V031-1523,-7.08311306297434,-4.95701306297434
G890-1263,-6.05860396036863,-4.95700396036863
C590-0527,-6.04599308941309,-4.95699308941309
D481-0128,-5.73831580836064,-4.95691580836064
V027-1630,-6.25578040891012,-4.95688040891012
C303-0478,-7.15729212776616,-4.95669212776616
G359-0447,-5.36726650888716,-4.95656650888716
J106-0331,-4.96554936296472,-4.95654936296472
G421-0366,-5.71444424820286,-4.95634424820286
C390-0481,-5.36693355978364,-4.95623355978364
P806-0765,-5.04769719084484,-4.95619719084484
M039-0295,-6.59206309929418,-4.95546309929417
Y031-5746,-4.95529422006075,-4.95529422006075
G275-1171,-5.95959184587263,-4.95519184587263
6940-0141,-7.21709403899493,-4.95489403899493
D058-0265,-6.95769011149,-4.95489011148999
J106-0447,-5.04788193173313,-4.95478193173313
8020-3340,-7.18696540290102,-4.95476540290102
Y041-6107,-5.36546050045975,-4.95476050045975
G421-0521,-5.71266822699493,-4.95456822699493
G421-0273,-5.63071839394131,-4.95431839394131
5512-0030,-7.50367186848577,-4.95427186848577
5512-0030,-7.50367186848577,-4.95427186848577
1469-0003,-5.11747714517359,-4.95397714517359
D412-0069,-4.96114143122383,-4.95384143122383
E140-0926,-6.66350482411012,-4.95370482411012
P809-1130,-5.35124517810483,-4.95364517810483
M830-1928,-4.95334628427194,-4.95334628427194
P804-1301,-5.36450685256505,-4.95330685256505
V029-1415,-4.95317385655244,-4.95317385655244
C385-0350,-5.61477668570666,-4.95297668570666
L872-0148,-7.36108680205719,-4.95268680205719
3643-2355,-7.07817181166597,-4.95267181166597
3448-4479,-7.47633027572864,-4.95243027572864
G717-1475,-7.07635779346991,-4.95225779346991
K783-0340,-4.96273443570476,-4.95223443570476
L872-0196,-5.84162225249546,-4.95222225249546
Y070-1648,-5.36329663252569,-4.95219663252569
F048-0310,-5.18307736769861,-4.95217736769861
P899-0070,-6.39627392821798,-4.95187392821798
Y041-2940,-5.55339607381182,-4.95149607381182
0671-0202,-5.59641893808489,-4.95141893808489
Y020-2557,-7.06336258762498,-4.95136258762498
8020-2512,-7.19949242229875,-4.95129242229875
G421-0283,-5.7093401605522,-4.9512401605522
G822-0633,-4.95258241601074,-4.95108241601074
F092-0379,-6.38512290615733,-4.95102290615733
Y020-3735,-6.84966309547097,-4.95096309547097
E907-0005,-6.17288475111051,-4.95078475111051
V027-5719,-6.63316518652305,-4.95076518652305
F430-0055,-5.36141633027958,-4.95071633027958
D144-0141,-6.40729575381982,-4.95059575381982
V017-7173,-5.73402475458558,-4.95052475458558
6809-0314,-6.61781037426024,-4.95051037426024
G730-0441,-5.00680431767398,-4.95050431767398
K894-0998,-6.93328090565314,-4.95048090565314
C611-0444,-6.00276725093006,-4.95036725093006
S830-1938,-6.14232596151774,-4.94992596151774
D718-1360,-6.71659155427025,-4.94979155427025
E140-0121,-6.79087819353975,-4.94977819353975
G877-0045,-5.11244382901599,-4.94944382901599
6208-0111,-5.59599928727977,-4.94939928727977
K906-1150,-7.53279307692638,-4.94939307692638
F155-0964,-6.67321878985436,-4.94921878985436
0099-0340,-6.60362323135207,-4.94912323135206
Y020-5624,-7.43049711524825,-4.94909711524825
S039-4112,-7.01694964609727,-4.94904964609727
D074-0472,-5.31701273544031,-4.94901273544031
G394-0309,-5.75697530399532,-4.94897530399532
P597-0315,-6.76523601715982,-4.94893601715982
C791-0819,-4.98349923581314,-4.94869923581314
G421-0421,-5.70679217620675,-4.94869217620675
P433-0348,-7.28753692600576,-4.94863692600576
P804-0668,-6.1008219035318,-4.94862190353181
G717-1639,-6.94036466544692,-4.94856466544692
L228-0968,-5.08772737788303,-4.94852737788303
V007-4436,-6.63089636620258,-4.94849636620258
3643-2468,-5.82881380103402,-4.94841380103402
3253-4501,-5.36248643005872,-4.94838643005872
4268-0202,-6.6504736187584,-4.9483736187584
C611-0437,-6.00034928657287,-4.94794928657287
T629-1404,-6.82300697317992,-4.94780697317992
V014-6698,-6.85225583396181,-4.94775583396181
S368-1082,-4.94768784143029,-4.94768784143029
3260-0479,-6.12050990024411,-4.94760990024411
4340-1232,-5.49295967015823,-4.94755967015823
3253-5903,-5.35771876033662,-4.94701876033662
Y041-8075,-4.99129271609639,-4.94699271609639
G275-1267,-5.74723143107825,-4.94683143107825
P809-0919,-6.09887478078033,-4.94667478078033
C190-0161,-6.93537730440912,-4.94657730440912
CM4613-6244,-4.97169002404471,-4.94619002404471
G421-0032,-5.6224871834957,-4.9460871834957
D103-2389,-5.52842562924453,-4.94602562924453
G194-0075,-6.67781639097693,-4.94581639097693
2368-1447,-6.78549594683688,-4.94559594683688
S835-1641,-7.00967814339255,-4.94557814339255
J106-0523,-7.43290550297242,-4.94540550297242
3389-0438,-5.02293528975523,-4.94513528975523
3232-0229,-6.62145607039098,-4.94505607039098
G730-0457,-6.31620238866396,-4.94500238866396
G408-2505,-6.55538009326378,-4.94488009326378
P895-0218,-4.94481554545973,-4.94481554545973
D668-0296,-5.45033343912013,-4.94473343912013
C534-0388,-4.94471163940403,-4.94471163940403
D103-2015,-5.70208538526294,-4.94458538526294
C548-2070,-6.26795132397373,-4.94445132397373
G945-0734,-6.74600879659695,-4.94430879659695
J106-0422,-7.42656698977779,-4.94426698977779
7695-0276,-5.42802351358353,-4.94412351358353
L977-0337,-4.95394350902799,-4.94404350902799
C385-0396,-5.1287377377592,-4.9438377377592
G730-0457,-6.31499653906781,-4.94379653906781
F721-0094,-7.38775842626326,-4.94375842626326
4296-0611,-4.94371985912764,-4.94371985912764
4340-1271,-5.5856805093763,-4.9432805093763
3130-1476,-6.94006928347839,-4.94326928347839
CM4206-1786,-6.38319035887561,-4.94299035887561
V020-6456,-5.34136441064912,-4.94296441064912
8584-0202,-6.08615893715459,-4.94285893715459
G275-2168,-6.79508838303418,-4.94278838303418
Y031-3614,-4.94252083037134,-4.94252083037134
C710-0009,-7.35916679785294,-4.94236679785294
C390-0520,-5.35304614939912,-4.94234614939912
5933-0686,-7.57983522444125,-4.94213522444125
D718-1350,-6.7160888126023,-4.9418888126023
F048-0247,-5.17270326528952,-4.94180326528952
G556-0237,-4.94159105260043,-4.94159105260043
Y041-2868,-6.12611003997433,-4.94151003997433
E213-0086,-5.35219416780252,-4.94149416780252
K807-1159,-4.9414717411713,-4.9414717411713
G797-0142,-7.504247779785,-4.941447779785
3253-4328,-5.35203531466285,-4.94133531466285
4341-0061,-6.14273506548972,-4.94123506548972
G421-0262,-5.69923887338815,-4.94113887338815
Y020-4355,-6.96401274971253,-4.94111274971253
C098-0111,-6.51592083917572,-4.94102083917572
Y030-8714,-5.67946124913043,-4.94096124913043
P898-0325,-6.97137644363829,-4.94077644363829
J106-0699,-7.42283651315915,-4.94053651315915
K894-1438,-7.17292878704762,-4.94042878704762
G421-0517,-5.69843097113816,-4.94033097113816
D412-0284,-5.42258949753142,-4.94018949753142
C593-0391,-4.94015035263742,-4.94015035263742
4896-2501,-6.79471990964906,-4.94011990964906
G786-1616,-5.04697126199547,-4.93997126199547
Y020-3373,-7.13506530128243,-4.93986530128243
0588-0332,-7.32999327272396,-4.93969327272396
M460-1447,-4.93962965611509,-4.93962965611509
V011-4156,-4.93934330223321,-4.93934330223321
C370-0422,-6.53837937659149,-4.93897937659149
C174-0533,-6.01934925630077,-4.93884925630077
L908-0312,-5.72935378757873,-4.93855378757873
G415-3135,-4.93849125776194,-4.93849125776194
Y020-0568,-4.93845800349228,-4.93845800349228
F259-0076,-4.93841217737449,-4.93841217737449
F216-0193,-5.76837871428224,-4.93817871428224
H024-0162,-7.20101510357161,-4.93811510357161
E140-0899,-6.61843012748278,-4.93803012748278
V017-3803,-5.12413995065669,-4.93793995065669
F148-0475,-5.81465260929628,-4.93785260929628
V012-5151,-5.89802391398837,-4.93782391398836
G421-0295,-5.69589860207364,-4.93779860207364
Y020-4211,-6.50213401429102,-4.93773401429102
D412-0292,-5.41992171876954,-4.93752171876954
E146-1193,-6.55976063842837,-4.93726063842837
F360-0427,-4.9383542371783,-4.9372542371783
P809-0990,-6.08939952950138,-4.93719952950138
Y031-4170,-4.93712320987005,-4.93712320987005
J106-0443,-7.41941599412096,-4.93711599412096
5627-0016,-4.96125145118487,-4.93705145118487
3214-0084,-7.53616094957444,-4.93676094957444
Y070-3405,-5.67849078880822,-4.93669078880822
C651-0164,-7.41539571380117,-4.93649571380117
G856-1857,-4.93838066074078,-4.93648066074078
5510-0881,-5.18034645214591,-4.93634645214591
G923-0165,-6.980840877856,-4.936140877856
E140-0719,-5.55873216215569,-4.93613216215569
Y020-4356,-7.55973177146501,-4.93603177146501
C547-0495,-4.93599693186292,-4.93599693186292
K783-4989,-5.6451598048273,-4.9359598048273
4268-0210,-4.93588250921443,-4.93588250921443
E140-0060,-5.84668228343617,-4.93588228343617
6457-0032,-6.38055115195711,-4.93555115195711
L872-0187,-7.40305057920033,-4.93555057920033
D511-0447,-5.34611304132422,-4.93541304132422
D074-0034,-5.30330393032219,-4.93530393032219
G945-0741,-6.73685329151893,-4.93515329151893
F048-0648,-5.18878589947365,-4.93508589947365
L605-0120,-7.26993248007867,-4.93503248007867
G269-0271,-5.47952271844785,-4.93502271844785
3391-6872,-7.3381659941514,-4.9349659941514
L977-1323,-6.98981326224569,-4.93461326224569
6484-0019,-4.9345709238459,-4.9345709238459
T652-0238,-6.36923553436684,-4.93453553436684
F048-0665,-5.62053465108974,-4.93453465108974
K072-0229,-7.40951991298089,-4.93441991298089
3254-4029,-5.34507168681199,-4.93437168681199
F159-0163,-7.19269883648688,-4.93399883648688
8020-0819,-7.17896963413925,-4.93396963413925
Y070-2588,-5.8712912356976,-4.9338912356976
D392-0185,-5.90202919985896,-4.93382919985896
K894-0198,-4.94190013037403,-4.93370013037403
Y030-5438,-4.93363405233477,-4.93363405233477
V013-8281,-7.59573031572967,-4.93363031572967
P807-0477,-6.08561681639555,-4.93341681639555
J106-0316,-6.5090183008982,-4.9332183008982
8137-0360,-7.27950312047243,-4.93310312047243
G856-1715,-6.67928964179203,-4.93308964179203
7377-5338,-6.32271840890001,-4.93291840890001
G283-0801,-4.95840597270895,-4.93260597270895
CM2409-0471,-6.90090880156324,-4.93250880156324
D271-0195,-6.73556198639947,-4.93216198639947
4340-0441,-5.81063135278713,-4.93213135278713
G856-2138,-6.60602183273447,-4.93202183273447
D103-2388,-5.53744729230473,-4.93194729230473
P767-0426,-7.07854692394521,-4.93194692394521
Y020-4734,-7.08268989574434,-4.93188989574434
L713-0973,-6.34355184416853,-4.93175184416853
2423-4294,-5.34682243529887,-4.93172243529887
C226-1197,-6.78092833463111,-4.93112833463111
C390-0196,-5.33821667644403,-4.93111667644403
C265-0277,-4.93110802692116,-4.93110802692116
D264-0396,-7.11634207477181,-4.93084207477181
P809-0875,-6.08298628869757,-4.93078628869757
3229-2804,-6.50561343860992,-4.93071343860992
7591-0495,-6.17380982094829,-4.93070982094829
5510-0881,-5.5753251243846,-4.9305251243846
V014-6872,-7.49093191587103,-4.93043191587103
V003-9429,-5.48583798266712,-4.93013798266712
V011-2515,-6.98749527548476,-4.92989527548476
E140-0549,-6.6412637763677,-4.9298637763677
C202-2998,-4.92976668563908,-4.92976668563908
P809-0851,-6.08194247758407,-4.92974247758407
G365-0458,-5.72846532426758,-4.92966532426758
Y070-2360,-5.34072877304583,-4.92962877304583
1652-1195,-7.08816198110441,-4.92926198110441
Y020-5585,-6.31904095960109,-4.92924095960109
J052-1925,-7.14359053072011,-4.92899053072011
C102-0095,-5.80111502246951,-4.92891502246951
P809-0943,-6.08084893949842,-4.92864893949842
V012-4187,-5.21567377104,-4.92817377104
E822-0240,-5.33887270461539,-4.92817270461539
Y070-2352,-5.83843071987125,-4.92813071987125
3628-0031,-6.45152465299644,-4.92772465299644
5629-0456,-4.92766790108401,-4.92766790108401
S625-0450,-6.72839421384081,-4.92739421384081
D212-0270,-5.88685830389524,-4.92725830389524
G421-0276,-5.68529291349925,-4.92719291349925
Y040-1691,-6.31320937999161,-4.92710937999161
S039-3693,-6.40659840775616,-4.92699840775616
D034-0015,-4.93728204427987,-4.92698204427987
F825-0854,-5.33712363160465,-4.92642363160465
D511-0442,-5.33694720011569,-4.92624720011569
G275-1783,-6.44522675665781,-4.92602675665781
E475-0597,-4.92599800437096,-4.92599800437096
M272-1144,-6.74612817146612,-4.92582817146612
L977-0956,-5.65129936238737,-4.92579936238737
8020-3462,-7.18838295472016,-4.92548295472016
G421-0549,-5.68348041932027,-4.92538041932027
P809-0998,-5.01682218529028,-4.92532218529028
E146-1365,-4.92721566489088,-4.92531566489088
V016-4681,-6.83150213422345,-4.92530213422345
G718-0810,-6.97597990578819,-4.92517990578819
V014-6742,-7.20763054300545,-4.92503054300545
P496-2307,-6.94292894063328,-4.92502894063328
P809-0987,-6.07722369957005,-4.92502369957005
F048-0483,-7.36148790874984,-4.92498790874984
V021-8734,-7.37538770989769,-4.92498770989769
F406-0696,-7.16597069304819,-4.92487069304819
4312-1290,-6.90932372507385,-4.92482372507385
T652-0263,-5.61874665783678,-4.92474665783678
4192-0308,-5.61133035193631,-4.92473035193631
7808-0280,-4.92471561914272,-4.92471561914272
G730-0571,-4.98178837131449,-4.92468837131449
D413-0377,-5.7436808238206,-4.9245808238206
C387-0757,-4.92435840629187,-4.92435840629187
G634-0633,-6.50879793301867,-4.92419793301867
K405-3042,-5.95209748050337,-4.92389748050337
Y041-6010,-7.40610215127983,-4.92380215127983
J023-0024,-7.17992041758365,-4.92372041758365
E140-0867,-5.5897806266557,-4.9236806266557
4424-0055,-5.80449109558516,-4.92349109558516
M564-0099,-7.45546918574021,-4.92336918574021
G639-0396,-5.37092610747414,-4.92332610747414
C259-0194,-4.95039488927596,-4.92329488927596
K655-0105,-4.92326472249358,-4.92326472249358
K655-0105,-4.92326472249358,-4.92326472249358
1037-1143,-5.94013679036738,-4.92323679036738
E002-0759,-4.92323353410271,-4.92323353410271
3253-1945,-5.3505434964028,-4.9229434964028
7752-0322,-4.94522881420732,-4.92292881420731
Y020-6346,-5.00746575844136,-4.92276575844136
K781-5748,-4.92259168349039,-4.92259168349039
Y030-9740,-5.15468452459029,-4.92248452459029
3253-4172,-6.33413246856201,-4.92233246856201
M179-4184,-4.92232770089781,-4.92232770089781
8451-04994,-7.06820049529435,-4.92210049529435
C202-3201,-7.55287800574864,-4.92207800574865
G365-0109,-5.33238892206049,-4.92168892206049
5782-4237,-4.92155337186562,-4.92155337186562
P805-0771,-6.07342571586575,-4.92122571586575
G857-0097,-5.78780750661766,-4.92120750661766
C265-0277,-4.92069243847783,-4.92069243847783
D511-1096,-5.3313349551942,-4.9206349551942
M477-0058,-4.92658671583169,-4.92058671583169
D011-4116,-6.52447075613558,-4.92057075613558
J109-0878,-5.33123844139349,-4.92053844139349
G072-0814,-5.43169081679539,-4.92049081679539
C200-7144,-5.33095959443979,-4.92025959443979
F092-0394,-6.3601165579226,-4.9201165579226
8020-3645,-7.60653066233182,-4.92003066233182
F092-0404,-6.31168310364461,-4.91998310364461
C358-0078,-5.00173916869109,-4.91983916869109
G807-0685,-6.04309363766873,-4.91979363766873
F048-0208,-7.24931277681538,-4.91971277681538
G491-0254,-4.91970992741446,-4.91970992741446
K783-0262,-6.86179802829312,-4.91939802829312
0703-6521,-6.16655955912988,-4.91935955912988
C289-0012,-4.91917835305456,-4.91917835305456
G421-0427,-5.67724480446466,-4.91914480446466
E140-0150,-6.76016717860607,-4.91906717860607
G421-0431,-5.67716177391117,-4.91906177391117
CM3470-4991,-5.05405424597392,-4.91895424597392
3871-0389,-5.68621347861238,-4.91831347861238
G877-0055,-5.54103200267387,-4.91813200267387
3260-0015,-5.94562449833388,-4.91802449833388
P895-0270,-4.9180045195462,-4.9180045195462
S632-4991,-7.5037125768645,-4.9176125768645
L928-0446,-7.56028825659726,-4.91758825659726
E475-0194,-4.94950666792325,-4.91750666792325
1306-0296,-6.26938028300087,-4.91748028300087
F235-1495,-7.22258108055016,-4.91718108055016
L977-1416,-6.08400446065771,-4.91700446065771
T629-1563,-6.81470601466363,-4.91690601466363
L977-0450,-7.12989130108212,-4.91689130108212
G786-1932,-7.07110633216324,-4.91680633216324
V018-0028,-4.91679989541781,-4.91679989541781
D718-0166,-6.13249905976039,-4.91679905976039
