file,r_i_glide_gscore,r_i_docking_score
Y200-3117,-5.98754483804651,-5.98754483804651
V016-3725,-6.06633889249548,-5.98753889249548
S368-0897,-5.98783745361442,-5.98753745361442
Y041-4522,-6.00983259307215,-5.98753259307215
8020-3354F,-5.98869421990233,-5.98749421990233
P113-1385,-5.99398500916511,-5.98748500916511
M100-0737,-7.5459749271685,-5.9874749271685
3472-2024,-5.98735865949273,-5.98735865949273
3562-5792,-5.98733871540512,-5.98733871540512
C390-0507,-6.39802692657935,-5.98732692657935
4477-2768,-7.01741808765194,-5.98731808765194
C620-0107,-5.98750520837333,-5.98720520837333
G807-0821,-6.83029604291712,-5.98719604291712
E140-0879,-6.6127554964071,-5.9871554964071
D466-0048,-6.01300790972884,-5.98710790972884
F470-1076,-5.98707901380468,-5.98707901380468
E822-1596,-6.39777659567162,-5.98707659567162
Y041-6364,-7.3314584317066,-5.9869584317066
T396-0994,-6.47210407275576,-5.98690407275576
8020-1774,-7.09455513081119,-5.9868551308112
G199-1535,-6.3975533463516,-5.9868533463516
Y040-5136,-6.68954251623691,-5.98684251623691
3365-3535,-5.99193144010677,-5.98683144010677
D351-0033,-6.25695287240245,-5.98665287240245
G205-0306,-5.99228655863128,-5.98658655863128
D205-0278,-6.37975522602923,-5.98655522602923
T499-0159,-5.98992345037986,-5.98652345037986
3161-0500,-6.63132328200979,-5.98652328200979
F880-0515,-5.98635544063149,-5.98635544063149
S824-3444,-8.64398007007638,-5.98628007007638
D635-0054,-7.00807258174217,-5.98627258174217
Y031-5103,-5.98643628487534,-5.98623628487534
CM4370-4746,-6.73573390468246,-5.98603390468246
D454-0131,-6.08262448978242,-5.98602448978242
L449-1066,-6.31581562495754,-5.98601562495754
K405-3443,-5.98760387654667,-5.98590387654667
P706-0072,-5.98584833333878,-5.98584833333878
S826-3623,-5.98577356430371,-5.98577356430371
G567-0098,-7.37744383621104,-5.98574383621104
K783-0611,-5.99567269720122,-5.98557269720122
G856-3816,-5.98553637658318,-5.98553637658318
1348-0721,-5.98549507731351,-5.98549507731351
C766-0596,-7.27887664667781,-5.98547664667781
J006-1012,-6.43454321555185,-5.98534321555185
C515-0032,-7.64416784464521,-5.98526784464521
F048-0179,-6.65523960673943,-5.98523960673943
T424-0866,-5.98523855021841,-5.98523855021841
F671-0199,-5.99203002603767,-5.98513002603767
C390-0483,-6.39578538972089,-5.98508538972089
P103-0374,-5.99891677431702,-5.98501677431702
Z250-1271,-8.09746492159041,-5.98496492159041
P895-0118,-5.98493538204605,-5.98493538204605
L558-1106,-5.98491115175371,-5.98491115175371
V011-4161,-6.03130681609372,-5.98490681609372
G365-0384,-6.39559292984231,-5.9848929298423
G807-0118,-6.72073011309923,-5.98483011309923
D668-0276,-7.63529737304067,-5.98469737304067
T408-2162,-6.00735179982805,-5.98465179982805
G856-1952,-5.98552283184764,-5.98462283184764
S057-0178F,-6.65171064118273,-5.98461064118273
C241-1519,-5.98451815092887,-5.98451815092887
0717-0944,-7.06601784382027,-5.98451784382027
L094-3721,-7.40876345167579,-5.98446345167579
D635-0127,-7.21456929726655,-5.98436929726655
G420-0028,-5.98429179995242,-5.98429179995242
D074-0026,-6.35228284049593,-5.98428284049593
P496-2036,-6.11472626485236,-5.98422626485236
G821-0515,-6.00621585577551,-5.98421585577551
C202-1501,-7.09600739673157,-5.98420739673157
8561-07506,-7.05504432513674,-5.98404432513674
K783-0322,-5.99936578835672,-5.98396578835672
V028-9435,-6.75264516542262,-5.98374516542262
C066-3532,-5.9837442769048,-5.9837442769048
2374-0075,-6.60437170779318,-5.98367170779318
2082-0126,-6.95653732758239,-5.98363732758239
L390-0580,-5.99483484997516,-5.98363484997516
P759-1152,-6.78049714614513,-5.98359714614513
T403-0210,-5.98345047265422,-5.98345047265422
K227-0593,-5.98336641277758,-5.98336641277758
P899-0058,-6.38602360944078,-5.98322360944078
Y041-7660,-7.46497440032945,-5.98307440032945
V014-4964,-7.77294486535746,-5.98304486535746
1682-7010,-7.07232159575841,-5.98302159575841
Z237-0285,-5.98293719465115,-5.98293719465115
4100-1551,-7.8573227608035,-5.9829227608035
P809-0919,-6.07441234981562,-5.98291234981562
L977-1161,-6.03130825744175,-5.98290825744175
J006-2594,-7.65742923537622,-5.98272923537622
G905-0957,-5.98258523268532,-5.98258523268532
L872-0212,-7.01759536574895,-5.98249536574895
F321-1512,-6.39315601425911,-5.98245601425911
D074-0137,-6.44198589854275,-5.98238589854275
G192-0004,-6.39307388500409,-5.98237388500409
6456-0044,-5.98565078969514,-5.98235078969514
E614-0406,-6.50141369552669,-5.98231369552669
Y020-0339,-6.40030457250751,-5.98230457250751
C186-0019,-5.98216429170495,-5.98216429170495
D511-1178,-6.39281495334865,-5.98211495334865
Y031-7042,-5.98210035467441,-5.98210035467441
G289-0023,-5.98204123033972,-5.98204123033972
F264-0099,-5.98203414311572,-5.98203414311572
F264-0187,-5.98199809712204,-5.98199809712204
3617-0395,-5.98194404687278,-5.98194404687278
L977-1580,-6.9378743534174,-5.9818743534174
CM2409-6156,-8.25661674670173,-5.98181674670173
L879-0029,-6.02986700897057,-5.98176700897057
G786-1907,-6.83226430824181,-5.98166430824181
F359-0262,-5.99045790029037,-5.98155790029038
3945-0042,-6.00388419021934,-5.98128419021934
D306-0519,-6.53274266617375,-5.98114266617375
4264-0082,-5.98101056025732,-5.98101056025732
J106-0133,-5.98998111918158,-5.98098111918158
M179-4184,-5.98091973411544,-5.98091973411544
D103-1622,-5.98085144613403,-5.98085144613403
V018-9402,-6.39145120107402,-5.98075120107402
F937-1841,-5.98073307161697,-5.98073307161697
V017-4481,-5.9806918697341,-5.9806918697341
1824-0075,-5.99976713018116,-5.98066713018116
7491-0198,-6.43458125398088,-5.98058125398089
G639-0156,-6.47527566496405,-5.98057566496405
D511-1046,-6.39124911009189,-5.98054911009189
D074-0461,-6.34854768275935,-5.98054768275935
8137-0251,-5.98051957327241,-5.98051957327241
D144-0347,-6.79870994950286,-5.98050994950286
S826-5104,-5.99297577009029,-5.98027577009029
P806-0838,-6.07173726692757,-5.98023726692757
P505-0537,-5.98022370180472,-5.98022370180472
V018-7245,-6.39092338201148,-5.98022338201148
L924-0778,-7.57084786713467,-5.98014786713467
G365-0428,-6.39077089311712,-5.98007089311712
J033-0150,-6.76576995516539,-5.98006995516539
4491-0990,-5.99112126233545,-5.98002126233545
V018-4727,-6.12684915267705,-5.97994915267706
L695-0167,-6.14859821398646,-5.97989821398646
P516-0448,-6.74738223850713,-5.97988223850713
3253-4108,-6.39054675770405,-5.97984675770405
Y020-8833,-8.23090881583284,-5.97970881583284
0457-0040,-6.63370509760419,-5.97970509760419
G415-4487,-5.97955538356937,-5.97955538356937
Y041-6203,-6.39020486285636,-5.97950486285636
V022-4277,-6.17806506745789,-5.97946506745789
F048-0745,-6.61599779893798,-5.97939779893798
G275-1467,-6.95345842409157,-5.97925842409157
P271-0203,-7.81816586432338,-5.97906586432338
G433-0682,-6.90729468991462,-5.97879468991462
Y040-2638,-7.10316524831579,-5.97876524831579
Y020-7179,-6.49395541629182,-5.97875541629182
P038-4442,-5.97868637151821,-5.97868637151821
V016-9981,-6.34442848739912,-5.97842848739912
V030-9366,-5.97842831703496,-5.97842831703496
G415-4471,-5.9783862715665,-5.9783862715665
D358-0593,-8.68953795757666,-5.97833795757666
K279-0287,-7.54748613462372,-5.97828613462372
F048-0724,-6.62342875934859,-5.97822875934859
D718-0728,-5.97815785842272,-5.97815785842272
D074-0016,-6.34608795747364,-5.97808795747363
F048-0669,-6.62427257176636,-5.97807257176636
E822-1654,-6.3887494983293,-5.9780494983293
G945-0634,-6.00704933914161,-5.97804933914161
G786-1659,-5.97790734591451,-5.97790734591451
G219-5918,-5.97787734282134,-5.97787734282134
4582-0018,-7.03435515803235,-5.97775515803235
V028-8676,-6.38837098451918,-5.97767098451918
D718-0304,-6.03351297432361,-5.97751297432361
D144-0097,-7.45301130774486,-5.97751130774486
G891-0057,-5.97799681169368,-5.97749681169369
C390-0148,-6.38814303616808,-5.97744303616808
G669-1155,-5.97727493595697,-5.97727493595697
D306-0520,-6.52886867928027,-5.97726867928027
V004-9040,-5.99562411601526,-5.97722411601526
C224-4175,-5.99182071404682,-5.97722071404682
D412-0057,-5.98437904679272,-5.97717904679272
S358-0384,-5.98112641823343,-5.97712641823343
Y070-2924,-5.97708493704152,-5.97708493704152
E822-0363,-6.38777078601706,-5.97707078601706
V022-3088,-6.25565060768371,-5.97705060768371
V021-4234,-7.8692226661167,-5.9770226661167
G669-1004,-5.9769607770992,-5.9769607770992
2711-4366,-5.98308332020834,-5.97678332020834
G421-0419,-6.16980476579987,-5.97670476579987
C700-1917,-5.9766849225775,-5.9766849225775
G432-0189,-5.97667019537723,-5.97667019537723
D576-0217,-5.97659580650591,-5.97659580650591
7919-0012,-6.65574785904046,-5.97654785904046
L109-0234,-5.97654487748338,-5.97654487748338
3807-4546,-6.40473788994302,-5.97653788994302
3807-4546,-6.40473788994302,-5.97653788994302
4228-1427,-7.01890437535752,-5.97650437535752
L367-0566,-5.97669700669276,-5.97649700669276
L898-0135,-6.17262654155237,-5.97642654155237
L364-0083,-7.69122346383438,-5.97642346383438
Y040-3670,-6.64461147685006,-5.97641147685006
E201-0309,-5.97634685375549,-5.97634685375549
Y031-5120,-5.97627845461157,-5.97627845461157
G645-1914,-7.80338837398223,-5.97618837398223
S531-0784,-6.09833489792457,-5.97613489792457
L977-0547,-5.98971706651674,-5.97611706651674
Y021-0817,-6.9578031280383,-5.9760031280383
L695-0062,-5.97592498132644,-5.97592498132644
C803-0293,-5.97662223758319,-5.97592223758319
L977-0811,-7.13140331687297,-5.97590331687297
V016-8581,-6.45556825032399,-5.97586825032399
C301-1257,-5.97579815136812,-5.97579815136812
C795-0422,-5.97576676183049,-5.97576676183049
S039-4112,-7.43726095178355,-5.97576095178355
V022-0990,-5.98263118400478,-5.97563118400478
Y020-9222,-5.9752886609191,-5.9752886609191
G837-0004,-6.00168574577028,-5.97528574577028
P809-0633,-6.59304802759076,-5.97514802759076
E822-1568,-6.38563026790845,-5.97493026790845
V017-7147,-5.98181120048208,-5.97491120048208
Y020-1014,-6.04116859339351,-5.97486859339351
1910-0940,-5.98615439251182,-5.97485439251181
F985-1042,-5.97851871697507,-5.97481871697507
G192-0119,-6.38536227619367,-5.97466227619367
4192-0301,-5.97454222538498,-5.97454222538498
G365-0204,-6.38520161061562,-5.97450161061562
G192-0863,-6.38510014231724,-5.97440014231724
P073-0647,-5.97435119273306,-5.97435119273306
0558-0065,-6.99365511660517,-5.97425511660517
G756-2230,-5.97413287927897,-5.97413287927897
F127-0174,-5.97410580935873,-5.97410580935873
F822-0342,-5.97405672554209,-5.97405672554209
3856-0193,-5.9740141583166,-5.9740141583166
G905-0842,-5.97392122789241,-5.97392122789241
P809-0590,-6.23122962713964,-5.97372962713964
P177-0143,-6.38441193685472,-5.97371193685472
G853-0103,-5.97355069832067,-5.97355069832067
D724-1001,-8.35411468734973,-5.97341468734973
S641-0566,-7.84712237317343,-5.97332237317343
G275-1315,-7.82547473288582,-5.97327473288582
F223-0652,-5.97320971541291,-5.97320971541291
G373-4057,-6.84342067523632,-5.97312067523632
M436-0841,-7.21451842720931,-5.97301842720931
M976-0167,-8.48797223558242,-5.97297223558242
C632-0171,-6.2230443937666,-5.9728443937666
G942-0025,-5.97283868784549,-5.97283868784549
E201-0073,-5.97282994138875,-5.97282994138875
P635-0176,-5.97310204463533,-5.97280204463533
6882-0126,-6.33924168644778,-5.97274168644778
8397-0664,-6.14251129559721,-5.9727112955972
C202-3033,-5.97940160915434,-5.97240160915434
D703-0153,-5.97239864830131,-5.97239864830131
C714-0569,-5.97231713218437,-5.97231713218437
M191-0076,-7.32283795275553,-5.97223795275553
G421-0330,-6.03253900399225,-5.97213900399225
K788-0414,-5.97211429994067,-5.97211429994067
8006-1589,-7.95552989511681,-5.97202989511681
K807-0600,-5.97200437539827,-5.97200437539827
F048-0659,-6.61757033242831,-5.97197033242831
V004-5761,-6.59035121790627,-5.97195121790627
C849-0381,-5.97184011424033,-5.97184011424033
F984-0035,-5.97370946676033,-5.97170946676033
P930-5573,-6.1381718570123,-5.9716718570123
G491-0152,-5.97166904549249,-5.97166904549249
4177-0005,-5.97152472791626,-5.97152472791626
G275-0013,-6.45610933279487,-5.97150933279487
F048-0647,-6.60793234964186,-5.97143234964186
D412-0259,-5.97795309203697,-5.97135309203697
G421-0139,-6.72944421135172,-5.97134421135172
D103-1564,-6.01622511698762,-5.97132511698762
E822-0613,-6.38192097690501,-5.97122097690501
2279-4480,-8.34407441058477,-5.97117441058477
P433-0760,-5.97750203837486,-5.97110203837486
M414-0475,-6.03921405373553,-5.97101405373553
F689-0611,-6.02011324527243,-5.97101324527243
3254-3736,-6.38489215816486,-5.97099215816487
1778-1970,-5.97737120316234,-5.97097120316234
G801-1180,-7.20153534743845,-5.97093534743845
P759-1252,-6.38809192543712,-5.97089192543712
V009-3373,-6.38150938367468,-5.97080938367468
L109-0873,-5.97077018802741,-5.97077018802741
G427-2113,-6.60386139926078,-5.97056139926078
M830-1956,-5.97052682331672,-5.97052682331672
F779-0843,-6.44630461479233,-5.97050461479233
D223-0582,-6.69930066209182,-5.97050066209183
Z223-0284,-5.9734856763135,-5.9704856763135
J006-2721,-7.40893691737913,-5.97043691737913
C174-0685,-6.05536666166174,-5.97036666166174
D074-0175,-6.42979187000705,-5.97019187000705
V003-5368,-5.96998509539786,-5.96998509539786
C301-7506,-6.07903712115475,-5.96993712115475
F235-1402,-5.96980459187275,-5.96980459187275
L109-0578,-5.96964267027236,-5.96964267027236
M130-0957,-5.96959903942502,-5.96959903942502
C590-0057,-6.38015709709457,-5.96945709709457
G421-0492,-6.16253219751271,-5.96943219751271
F883-0389,-6.26681179691054,-5.96941179691054
7010-0008,-5.96933091118492,-5.96933091118492
V001-3273,-8.67850321227432,-5.96930321227432
F048-0676,-6.61829116629197,-5.96929116629197
D064-0078,-5.9692571579702,-5.9692571579702
G717-5191,-6.12974710081104,-5.96924710081105
D074-0298,-6.33721282097448,-5.96921282097448
Y040-1676,-7.40351219912867,-5.96921219912867
4264-0015,-5.96920860638302,-5.96920860638302
L977-1194,-6.01759610435878,-5.96919610435878
C522-4971,-5.99100188509503,-5.96900188509503
Y041-5304,-5.96899908040041,-5.96899908040041
G491-0131,-5.96896622137556,-5.96896622137556
P809-0731,-6.06045919668656,-5.96895919668656
G192-0116,-6.37965281519693,-5.96895281519693
J006-0727,-6.41633249061628,-5.96893249061628
L935-0169,-5.96882017187203,-5.96882017187203
Y041-7706,-8.50179759302708,-5.96869759302708
4076-0147,-6.39614924092701,-5.96854924092701
3269-0173,-6.25816224660006,-5.96846224660006
3042-5190,-5.98695138321304,-5.96845138321304
P804-0687,-6.21593668057843,-5.96843668057843
C202-2004,-7.37043048789498,-5.96843048789498
Z606-0152,-5.9683359392854,-5.9683359392854
V027-7860,-5.96832471327049,-5.96832471327049
C766-0571,-6.83613795641121,-5.96823795641121
D718-0331,-5.96841748254824,-5.96821748254824
Y041-6010,-5.97691681412922,-5.96791681412922
F465-0340,-5.96787894838039,-5.96787894838039
7010-0025,-5.97167147659224,-5.96787147659224
F583-0548,-5.96783428356503,-5.96783428356503
T403-2815,-7.91292804017284,-5.96772804017284
2054-0744,-5.96771438328778,-5.96771438328778
G556-0238,-5.9675807132809,-5.9675807132809
P806-0778,-7.11963501809714,-5.96743501809714
P433-1148,-5.97639421381576,-5.96739421381576
4264-0213,-5.96721237898869,-5.96721237898869
F881-0357,-8.09166645241513,-5.96716645241513
Z250-1275,-8.07966599746565,-5.96696599746565
E715-0762,-6.83829901632345,-5.96689901632345
8008-0711,-5.96689076737464,-5.96689076737464
D337-1110,-5.96675704542724,-5.96675704542724
E760-5409,-5.96657155821519,-5.96657155821519
5629-1041,-5.96654948751124,-5.96654948751124
P328-1627,-5.96647872391606,-5.96647872391606
V021-9541,-5.96633051440577,-5.96633051440577
0627-0195,-5.96629215951063,-5.96629215951063
V016-8652,-6.07462032802999,-5.96612032802999
K784-1157,-6.04707352684882,-5.96607352684882
E760-1063,-5.96607300695795,-5.96607300695795
M179-0453,-5.97094490365876,-5.96604490365876
V023-3708,-5.9660423084326,-5.9660423084326
6540-0056,-5.96640760476984,-5.96600760476984
E140-0150,-7.67706091452431,-5.96586091452431
D511-0245,-6.37654935441543,-5.96584935441543
D074-0111,-6.42538461655145,-5.96578461655145
G275-2089,-6.71998116310794,-5.96578116310794
V018-0028,-5.96558764172918,-5.96558764172918
D319-0087,-6.32976387866276,-5.96516387866276
F359-0519,-5.99409780948915,-5.96499780948915
F689-0159,-6.09228089243518,-5.96498089243518
F470-1078,-5.96497110914074,-5.96497110914074
S420-0570,-5.96494760436094,-5.96494760436094
P617-0499,-5.96493978626383,-5.96493978626383
M008-5200,-7.11679940206743,-5.96489940206743
P719-0547,-6.00185170015547,-5.96485170015547
C618-0069,-5.97031352380839,-5.96481352380839
D216-0125,-5.96478145190803,-5.96478145190803
8137-0264,-5.96475304932418,-5.96475304932418
Y020-0994,-7.86538487576135,-5.96468487576135
4153-0078,-7.05997711998937,-5.96467711998937
0325-0432,-5.96460736609032,-5.96460736609032
G699-0416,-5.96456362901175,-5.96456362901175
0272-0153,-5.96451551821612,-5.96451551821612
V021-9597,-6.37490107642669,-5.96420107642669
3254-3491,-6.49228290737904,-5.96418290737904
F083-0189,-5.96417395084046,-5.96417395084046
P496-1798,-6.09457002601292,-5.96407002601292
1348-1528,-5.96864974132269,-5.96404974132269
G205-2511,-5.96401934374385,-5.96401934374385
4477-0073,-6.37465749075908,-5.96385749075908
4477-0073,-6.37465749075908,-5.96385749075908
4466-0201,-5.96383085638531,-5.96383085638531
D408-0592,-5.96381747389445,-5.96381747389445
F692-0088,-5.9637676182062,-5.9637676182062
T829-1623,-6.03464307016975,-5.96374307016975
F018-3124,-5.96602265404628,-5.96372265404628
C498-0589,-7.34889720075746,-5.96369720075746
C301-9473,-6.10344755293586,-5.96354755293586
F042-0501,-5.96351089929166,-5.96351089929166
V013-6023,-5.96345989940998,-5.96345989940998
V013-6023,-5.96345989940998,-5.96345989940998
C390-0637,-6.37415890815919,-5.96345890815919
K786-8863,-5.98930957927847,-5.96340957927847
G869-1248,-6.23979769590418,-5.96339769590418
C489-0303,-5.96335464396913,-5.96335464396913
F145-1034,-5.96332928221233,-5.96332928221233
P705-0065,-5.96320775693445,-5.96320775693445
D361-2602,-6.37390651782353,-5.96320651782353
C884-0719,-5.96312697702744,-5.96312697702744
E760-5338,-6.49993793977213,-5.96303793977213
E786-0161,-5.96613830754586,-5.96293830754586
D345-0585,-5.96292331708893,-5.96292331708893
G639-0089,-6.45753510138877,-5.96283510138877
M179-4120,-5.96283209046988,-5.96283209046988
1683-1038,-6.67283009039082,-5.96263009039082
C265-0277,-5.96245348732424,-5.96245348732424
1499-0854,-6.08660774992792,-5.96230774992792
E146-1191,-5.96222658900004,-5.96222658900004
S039-4139,-8.0129165807111,-5.9622165807111
F471-0060,-5.96291435294894,-5.96221435294894
G595-0154,-5.96209882326186,-5.96209882326186
1894-8928,-5.96207613928534,-5.96207613928534
C090-0541,-5.96554178673968,-5.96204178673969
K284-5190,-7.34204112340156,-5.96194112340156
C611-0603,-5.99587534396272,-5.96187534396272
Z250-2681,-8.07414535231328,-5.96184535231328
G751-0682,-7.31894085945548,-5.96174085945548
D703-0225,-5.96173613210528,-5.96173613210528
F145-0682,-5.96170305434202,-5.96170305434202
G639-3477,-6.37239691046977,-5.96169691046977
G275-0817,-7.06459087138285,-5.96169087138285
6253-0645,-5.96255896602222,-5.96165896602222
Y040-1687,-7.85771549752293,-5.96151549752293
F048-0787,-6.60850414900068,-5.96150414900068
C276-1263,-5.96149439910656,-5.96149439910656
D144-0425,-6.13293677261311,-5.96143677261311
D718-1499,-6.55163336895612,-5.96143336895612
D430-1175,-5.98240845078761,-5.96130845078761
T629-0160,-6.42630332220544,-5.96100332220544
D007-0377,-5.97915155599614,-5.96095155599614
3229-2271,-6.38251845770036,-5.96091845770036
3229-2271,-6.38251845770036,-5.96091845770036
P573-7848,-5.96907271063685,-5.96087271063685
P899-0155,-6.43066842388427,-5.96086842388427
C200-4219,-5.96086413416797,-5.96086413416797
3042-5195,-8.02464458949806,-5.96084458949806
D103-1495,-7.1243708089422,-5.9607708089422
C301-8667,-6.08161386017426,-5.96071386017426
S830-2703,-7.15310550500728,-5.96070550500728
3651-5955,-5.96067995495442,-5.96067995495442
F692-0026,-5.96064649713124,-5.96064649713124
Y030-5660,-5.99162910053629,-5.96062910053629
G581-0041,-5.96060529533953,-5.96060529533953
L089-0339,-6.39703858234739,-5.96053858234739
C724-0463,-6.37118266872564,-5.96048266872564
V028-3580,-7.38952977361999,-5.96042977361999
D481-0120,-6.26121560382282,-5.96041560382282
V005-1249,-6.37109653393294,-5.96039653393294
V003-9306,-6.37100652825744,-5.96030652825744
E687-0411,-6.37100559870599,-5.96030559870599
V017-4074,-5.96026861311123,-5.96026861311123
L466-0613,-5.96026132802446,-5.96026132802446
2174-0453,-5.96024790924785,-5.96024790924785
L109-0729,-5.9601674478381,-5.9601674478381
V027-6740,-8.01772997977311,-5.96012997977311
4482-4036,-6.22922964213353,-5.96012964213353
L466-0533,-5.96003860976821,-5.96003860976821
F223-0350,-5.95989460693055,-5.95989460693055
C174-0521,-6.06416296283886,-5.95986296283886
V019-5929,-5.95982357422098,-5.95982357422098
F454-0177,-5.95969069459634,-5.95969069459634
E146-1269,-5.95951445240442,-5.95951445240442
E589-1569,-5.95946205548844,-5.95946205548844
G285-3013,-5.95938570891812,-5.95938570891812
D074-0016,-6.3273772845831,-5.9593772845831
K783-0653,-5.9823726948592,-5.9593726948592
L872-0175,-6.99806440943069,-5.95936440943069
3616-0330,-5.95908115864492,-5.95908115864492
3535-0041,-7.24208387248807,-5.95898387248807
3535-0041,-7.24208387248807,-5.95898387248807
Y040-2714,-5.95895529838976,-5.95895529838976
C390-0699,-6.36957491228825,-5.95887491228825
1770-0375,-6.7947577890483,-5.9588577890483
G639-0452,-6.40644011857533,-5.95884011857533
3871-0358,-7.03898504325161,-5.95878504325161
P809-0847,-6.05012046178553,-5.95862046178553
C849-0412,-5.95897680952841,-5.95847680952841
L605-0459,-7.69535087069798,-5.95845087069798
L507-1988,-6.03422665984496,-5.95822665984496
C611-0443,-6.06802040546174,-5.95812040546174
M830-6499,-5.95810849091168,-5.95810849091168
D126-0222,-6.32536463435385,-5.95806463435385
V018-5984,-8.10932926168344,-5.95792926168344
V003-5368,-5.95781469789881,-5.95781469789881
G199-2095,-7.57361821866778,-5.95751821866778
4618-0166,-5.9581898799739,-5.9574898799739
D330-1233,-5.95744544728261,-5.95744544728261
J006-0833,-6.40563589383504,-5.95743589383504
G072-0416,-6.46847587771824,-5.95727587771824
C286-0006,-5.95721753577413,-5.95721753577413
Z250-1320,-8.06344736845129,-5.95714736845129
D635-0096,-7.20212991942275,-5.95712991942275
5701-1870,-6.36782175316015,-5.95712175316014
Z250-1277,-8.06479345300221,-5.95709345300221
2154-0397,-5.95704783250273,-5.95704783250273
V004-9040,-5.97528463985451,-5.95688463985451
D634-0089,-8.63254042457709,-5.95684042457709
N027-0008,-7.72437788822519,-5.95677788822519
Y020-1737,-7.7623734712004,-5.9567734712004
Y020-2264,-6.82812980742,-5.95672980742
0672-0371,-5.95667898258505,-5.95667898258505
V018-7166,-6.36733679318309,-5.95663679318309
5756-2923,-6.04711198922109,-5.95661198922109
Y010-0654,-6.12160137287199,-5.95660137287199
G421-0070,-6.01692554924596,-5.95652554924596
Y080-0095,-7.00198344347058,-5.95638344347058
G192-0819,-6.3668641685701,-5.9561641685701
3042-5190,-5.97453655457988,-5.95603655457988
C190-0499,-5.99336019655667,-5.95596019655667
G373-4052,-6.07185829491015,-5.95595829491015
6177-0426,-5.96624559159063,-5.95594559159063
G669-0759,-5.95579986770327,-5.95579986770327
D074-0016,-6.41539369617802,-5.95579369617802
Y041-7684,-6.71682479968129,-5.95562479968129
L605-0260,-7.24492073460063,-5.95562073460063
E612-2137,-5.95553617117011,-5.95553617117011
S641-0664,-8.18906559483012,-5.95536559483012
G195-0951,-5.95532731268702,-5.95532731268702
G365-0287,-6.36597931839398,-5.95527931839398
2798-0604,-6.35586596376236,-5.95526596376236
C270-0563,-5.95518442711608,-5.95518442711608
C390-0313,-6.36587991155443,-5.95517991155443
C547-0025,-5.95513252210446,-5.95513252210446
8020-3645,-8.64154231904111,-5.95504231904111
P809-1145,-6.38793765026759,-5.95503765026759
F358-0327,-5.9570517833722,-5.9549517833722
3062-0018,-6.74863592770175,-5.95493592770175
L977-1056,-6.04502828939101,-5.95492828939101
E950-0013,-5.95490746923352,-5.95490746923352
G421-0553,-6.14800127716338,-5.95490127716338
3253-6930,-6.36552888173188,-5.95482888173188
E140-0882,-6.58035470850179,-5.95475470850178
8525-0815,-5.95902310801648,-5.95462310801648
E822-1594,-6.3652714901899,-5.9545714901899
M564-0547,-6.51435509683996,-5.95445509683996
F726-0709,-6.09782501307822,-5.95442501307822
F652-0895,-5.95442071378991,-5.95442071378991
S579-0263,-5.98666571337345,-5.95436571337345
6809-0291,-5.95435295716512,-5.95435295716512
V015-6454,-5.9726582758837,-5.9542582758837
2374-0115,-5.95425207323002,-5.95425207323002
3253-5909,-6.36494932771845,-5.95424932771845
3933-0162,-5.95415249586052,-5.95415249586052
3188-0162,-6.7893608179759,-5.9540608179759
C794-0502,-6.36470398269288,-5.95400398269288
4707-0036,-6.4651401957052,-5.9539401957052
J006-2595,-6.47603283743504,-5.95393283743504
E514-0175,-5.95388303163748,-5.95388303163748
L115-0493,-5.98184619573201,-5.95384619573201
Y031-4686,-5.95403319863162,-5.95383319863162
G639-3480,-6.36452263947155,-5.95382263947155
J006-2594,-6.43901045694594,-5.95361045694594
T408-0593,-5.95360747184097,-5.95360747184097
3448-6479,-5.95344048857311,-5.95344048857311
Y041-3711,-8.16612490301392,-5.95322490301392
3254-3728,-6.36391065771169,-5.95321065771169
V003-3946,-5.95318851343654,-5.95318851343654
D221-0216,-5.95306020808092,-5.95306020808092
D718-0905,-7.39271246766065,-5.95291246766065
E950-0107,-5.95281524087394,-5.95281524087394
F685-0260,-5.95310182798131,-5.95270182798131
Y041-7661,-6.40828332715001,-5.95258332715001
0051-2450,-5.95256058679094,-5.95256058679094
F471-0311,-5.95264796094071,-5.95254796094071
S632-4927,-5.95251579603672,-5.95251579603672
P759-1350,-6.36315687749999,-5.95245687749999
P806-0732,-6.04381112064521,-5.95231112064521
F652-0901,-5.9523065706467,-5.9523065706467
V016-3656,-6.36348827785507,-5.95228827785507
8249-2809,-6.82739923622503,-5.95219923622503
F145-0340,-5.95203481828164,-5.95203481828164
Y041-3710,-8.16487163524854,-5.95197163524854
C202-2508,-5.95193006402564,-5.95193006402564
L605-0485,-5.96530648739104,-5.95180648739104
V024-3909,-6.36248827021665,-5.95178827021665
3996-0180,-6.62797682775352,-5.95177682775352
T499-0907,-5.95738786746366,-5.95148786746366
G275-1823,-6.45828082711474,-5.95148082711474
E754-0639,-7.31387749676724,-5.95147749676724
Y020-2651,-7.34125645168812,-5.95145645168812
E201-0095,-5.95139124980195,-5.95139124980195
8020-3764,-6.6418678561314,-5.9513678561314
3324-0605,-7.08234016444279,-5.95134016444279
D718-1483,-7.48781385201511,-5.95131385201511
Y070-1379,-5.95124499490191,-5.95124499490191
8003-8769,-5.96917140766055,-5.95117140766055
D074-0541,-6.41071864676211,-5.95111864676211
4476-2855,-5.95081522950687,-5.95081522950687
C630-0309,-6.08149017217367,-5.95079017217367
G595-0176,-5.95072679201649,-5.95072679201649
C190-0499,-5.98807115035149,-5.95067115035149
3254-3790,-6.36130068915943,-5.95060068915943
